CC,BsId,AreaId,Nusers,Season,QoS
4.680602128095002,15,10,8169,0,2
3.979484047824777,12,10,2444,0,3
2.069530776403905,2,8,8787,0,2
2.4760122364901105,24,7,6686,0,3
4.7528462982763315,2,3,8231,2,1
2.5914446304873615,6,6,1769,3,1
3.909242539843961,4,6,8523,2,3
3.4283316662249272,1,8,4986,2,4
4.377762934283069,23,3,4742,3,1
2.026986968775556,16,5,9029,3,4
2.006932768229251,17,9,7940,2,4
1.8832231000523851,24,8,694,3,2
1.858669608167494,2,1,9271,2,2
4.842798189912607,13,3,2779,3,4
3.9259595188823866,4,10,3827,3,2
4.930848898676788,10,9,6985,3,1
4.15937762981692,12,5,6290,3,3
2.644905743816631,20,3,7588,2,2
4.477202743564725,18,1,225,3,3
1.3967450585223324,2,6,3707,2,4
2.307310082096808,10,5,1113,0,3
4.887375212697759,10,7,4916,3,1
2.420425846648716,16,10,2774,1,2
1.5509250511539663,16,7,6782,2,3
4.316630073616702,2,2,8140,0,2
1.0048234981270574,10,1,4156,0,2
4.994304335915188,19,10,8151,3,4
3.4302577373959435,20,1,3287,3,2
2.220650014459604,17,4,4949,3,3
3.720110512162873,17,6,4448,0,2
2.91362747426043,18,3,1365,3,2
2.5432328624785794,18,3,6187,3,4
4.532479636641251,23,7,8236,2,4
1.8000464399169318,20,9,2447,2,1
4.546160295824663,24,9,2186,3,4
3.088300902964385,7,5,5722,3,3
4.509685982806214,15,8,2015,2,1
4.31793271925863,12,6,5914,3,1
4.705981840676838,21,1,920,1,1
4.61432713641233,11,8,3212,3,1
4.995126187913119,8,4,8383,2,4
1.6396276249096706,3,10,5099,2,4
4.331512807862283,9,1,8296,2,1
3.254122673230042,7,4,5062,0,1
3.927163758077312,3,8,6941,2,1
3.90139501644989,17,5,7963,2,3
4.327136691736236,18,1,9793,0,3
2.0901104983538854,19,6,1754,2,4
3.9468220461252486,6,5,9205,0,4
4.6542847312230275,25,1,4375,3,1
1.5324090300803035,6,8,2026,2,2
4.542787475174423,14,8,3691,1,2
4.0466259365197175,23,2,5954,1,3
3.9747198846066274,17,1,8460,2,3
3.1287390282773333,14,2,2841,3,4
3.4490603676369944,11,4,2611,3,2
1.0218029099840749,9,8,5914,0,3
1.6653428863977249,24,9,9479,3,1
4.596769329732597,22,4,9024,3,2
1.603516713928717,24,2,4391,2,1
2.3588222631373355,1,8,2550,2,3
3.533081863571061,19,2,6856,0,1
4.681538610131457,11,3,562,1,4
2.5751540004114855,17,6,8473,0,1
1.1893263829870895,9,9,1000,0,2
3.1984978248905005,2,7,1655,0,2
1.9662786300124457,19,2,7748,0,1
2.245041306794915,1,1,376,2,1
1.693929296011325,23,4,6922,1,4
4.461575888435209,3,2,8978,3,2
2.4006885756543235,10,4,7946,3,4
2.9167146936280934,5,10,2790,3,2
3.9415170120751437,4,1,927,2,2
3.8788317854965153,15,2,5127,0,2
2.9062144041105427,4,4,3286,0,3
1.1533111961735334,7,9,7040,0,1
4.625391138113388,21,5,5079,1,4
4.202031427225685,19,10,6312,0,3
4.8028554603617835,14,8,5183,1,2
1.76498588086326,13,7,4996,0,3
3.902436546026148,4,6,8988,2,3
3.432829137360927,25,4,2007,2,4
4.262980226775079,25,7,1023,1,2
2.1843784112949884,24,8,7722,2,4
3.407793642060238,20,2,8675,3,2
2.611960824649969,10,5,7063,2,3
4.026834195678017,3,8,8969,1,1
3.759142742925641,12,8,478,2,1
3.7448659545017273,4,10,1037,0,4
3.5083956218496692,16,2,6649,0,2
2.7868358771416477,17,5,1784,3,4
4.115184732601762,18,6,2901,3,1
2.3775016092408214,18,2,5,0,4
1.6485827676793723,16,5,6208,0,4
3.7967954088991553,2,5,6751,2,3
1.2839927870455417,15,3,3824,2,3
1.2531902621381854,1,10,9822,1,1
4.275408571392167,1,8,1008,1,2
3.2196390940994064,7,3,4544,3,3
2.664931985439996,5,1,2202,0,1
1.7328227472033393,15,4,6059,3,2
4.5697459832622656,22,4,8650,3,3
4.923204103986229,20,3,5676,0,4
3.1958849221353773,8,6,3094,2,4
2.802292425051725,8,3,8737,2,1
2.6965998024868143,1,1,1066,0,3
3.1608661605059463,21,1,4896,2,1
2.6589896682829255,25,10,217,3,4
2.872446463491309,12,4,9469,2,2
4.995418135549439,10,3,7680,2,4
4.42858936646812,16,9,3478,0,3
2.0562838973050974,8,6,5853,0,3
4.068825553923363,20,2,895,1,2
2.245049603177516,15,9,935,1,4
2.1569017310181997,2,6,4032,1,1
3.7813340096166894,5,4,4116,2,3
3.479469097247991,10,6,5323,2,2
2.272009570579094,5,10,1892,0,4
2.732909661344046,18,10,6409,2,2
2.7743064813657976,4,10,1448,3,2
3.911557113603612,6,6,9450,3,2
3.6203735517684255,5,4,9495,3,2
3.7630878608701863,9,2,8162,1,3
1.4406609687243965,13,5,8965,2,4
2.9907723325384747,11,7,2920,0,4
2.812742394367459,6,6,695,0,2
4.666385524956351,7,2,8508,0,1
4.517852732845741,9,9,3205,1,1
4.0399518338296385,18,10,7774,2,1
3.601716123700535,3,2,9797,1,3
3.336535579239583,17,2,2396,1,3
2.7558240544985315,12,3,549,1,2
3.004602713393218,4,1,6603,3,4
1.1606145746276622,20,1,9608,2,4
3.2924457103144156,14,6,9805,2,4
1.5873197858578125,15,10,3708,1,3
1.5701683241992477,11,6,1298,2,2
3.2942278884917537,12,4,7835,3,3
4.495324405360939,3,8,2938,2,1
2.2263346754350404,2,2,9971,1,4
4.853682766148193,11,3,251,1,1
2.9808289809757125,5,4,43,2,4
1.6003056578336032,18,8,8101,3,3
3.2154899299128092,1,1,1829,1,1
2.7567839605552207,12,3,6708,1,2
4.971194390813309,14,4,900,1,4
3.3905386872437786,6,1,6836,1,3
1.6645398883378135,1,7,8226,1,4
2.1560447990603544,12,1,9288,1,2
4.83969278449665,17,6,764,0,2
1.0289377083295919,9,3,8448,0,2
3.3837247920918827,6,5,8105,2,4
3.6728987365163426,21,9,5917,1,4
2.379957573604347,19,5,4983,3,3
4.186786282439947,5,7,9093,0,2
2.0902873880222677,18,4,1389,2,4
3.934571073821741,23,1,4306,3,4
1.7705025229720723,24,5,7293,2,1
2.5902902657867126,25,4,3333,1,3
4.191229458507742,4,3,3489,1,1
4.1185610206949175,11,6,5060,1,1
3.628866008170569,8,6,5787,2,4
3.1048471287425214,19,7,6329,3,3
1.1484760703651005,22,10,2059,1,3
2.644668751854118,7,1,493,0,4
3.0725377200734405,14,5,3232,0,1
3.1080555436464876,19,1,8286,2,2
4.696500710637133,5,3,6686,3,2
1.0562294739919644,2,6,1230,2,4
2.6364900902963804,1,3,6878,3,2
4.610865122423162,1,5,9670,2,1
2.6540806290670904,18,1,3127,3,2
3.543422488839936,15,2,3332,1,2
4.566585144394636,15,1,67,1,3
4.252413492606369,7,4,8719,2,3
2.421228841932087,13,10,2200,3,4
2.3405377012559274,5,4,8765,3,2
4.409119816951905,5,4,9018,0,3
3.7752154100282733,18,4,6734,3,4
2.49420849662671,4,2,6373,0,1
4.768536485915564,13,10,2406,3,4
1.3856140563720873,1,4,4208,0,4
4.813086319837291,18,7,3237,1,4
3.056348101186274,12,1,4398,3,2
1.438944772931627,5,4,6395,1,4
3.729128976727194,13,10,4735,2,4
2.589013608948442,9,5,6593,0,3
1.1310374458795938,16,7,2399,1,2
4.373811918257827,21,6,7160,2,4
1.5736433129421799,1,9,4551,0,1
2.0993024828038207,22,2,9993,3,2
4.463690707047297,1,6,1221,0,1
1.2945598211599751,25,3,6643,0,2
1.2530359766534063,15,5,818,2,4
2.2742617994088614,23,7,1182,3,4
3.439280400462224,8,8,9216,1,1
2.831523478186087,6,4,8914,3,3
3.0059847677128255,13,2,7705,2,4
3.010404288471496,9,9,221,1,3
2.17219637132019,9,7,6764,1,2
2.1835772104792395,10,10,9980,1,1
1.7633081125925258,22,10,4976,3,1
3.515669833712688,7,8,9467,1,2
4.57810173417124,13,9,6640,2,4
4.824669224391084,10,10,9825,0,4
1.3168402045698793,22,1,8443,3,2
4.8678824173729645,12,2,8186,0,2
2.047485887592858,13,1,1616,2,1
2.740172524495694,22,2,6039,0,1
1.5461764278675005,5,7,1328,2,2
2.640713884504581,24,9,7674,0,1
4.805268663250551,18,8,3128,2,4
1.4530566636455897,6,3,1857,0,4
4.869745109858026,7,8,8358,2,3
4.6565839370059585,22,8,640,2,2
4.060041021242405,6,2,4883,0,2
4.417824786796161,12,9,573,2,4
4.24059241299971,19,10,3108,3,2
2.05671671375884,9,5,7193,2,1
2.633857298223673,7,10,2591,1,3
4.685142240018072,21,8,1415,0,1
1.6383106746002856,25,10,1683,3,3
2.680003349335706,6,4,7943,2,3
4.94577592701234,24,1,7340,2,4
1.0237177677414229,6,4,5529,2,3
4.361330083643081,22,3,6355,1,3
2.471406829402809,8,5,9143,3,3
4.911799931365698,19,8,999,3,3
1.5717198857797632,13,7,9807,2,4
3.8627762831779777,22,8,3909,1,4
1.0538835048441673,9,4,2630,2,1
4.109449756042961,24,6,9913,3,2
3.3143805953862775,5,10,939,1,2
2.5778806614239564,6,4,5132,2,4
2.157786814468736,23,5,9349,1,3
4.266228161465289,8,5,3806,3,4
3.122179381707702,7,1,1826,1,4
2.3017843503857116,22,10,45,2,2
1.7420562692893786,13,6,8961,0,1
4.408854176068598,7,6,2525,2,2
2.983140970801167,13,6,9484,2,4
2.406623456241069,19,4,7201,3,3
4.705119379432324,1,1,4014,3,2
3.963462815266405,19,6,2860,3,1
4.845756728237143,22,10,9088,1,4
2.1589322805867046,20,4,4975,3,1
2.5327409669576495,19,8,1780,0,4
4.618647097323673,23,4,9085,0,1
4.069306885644719,2,3,1498,3,4
3.1468368032054013,5,3,1127,1,3
4.6101554043936765,22,2,6160,1,3
2.0833980294629595,1,9,1303,1,2
2.2490411682139912,11,7,1589,3,1
4.09376377321479,6,7,2382,2,1
1.4276474263334284,9,5,6657,2,3
2.867891335628983,7,4,2411,2,4
1.853990109094854,1,3,1153,1,4
2.6225856378104155,10,4,1187,0,2
4.287203628951164,23,7,4554,0,4
4.551401158333043,21,9,5496,2,1
4.49292511114982,24,1,9559,0,3
1.3265437311293296,3,5,7834,1,3
3.7390600745009515,15,4,6460,3,3
4.258385369035981,13,5,6549,0,1
2.0946214822655382,19,10,9403,0,4
4.3486469604232685,2,10,5884,1,4
1.7397984285802517,21,3,3688,3,3
3.319793387416677,24,6,1901,3,4
1.47151516809107,10,8,4433,2,1
3.082255644312758,14,3,5356,2,4
2.9544695881222864,24,3,5864,0,2
2.721167030518493,23,4,1581,1,3
2.6629655669694685,20,8,8022,2,1
2.486621894011195,15,6,8844,3,1
4.874594295743237,6,4,8533,0,2
3.3542043011268885,17,9,491,1,3
2.7487949508431657,6,8,4969,3,3
3.4554392833734617,3,8,2094,2,3
4.7804962597628675,19,6,9220,0,4
1.2845355956672013,19,1,2777,2,1
2.0973105442589097,21,4,7581,1,1
4.9130300790481165,14,2,968,2,1
2.2024309932038477,21,6,9656,3,4
1.410523586665633,18,3,2083,3,1
2.1946255877259104,10,6,2178,3,4
2.2388482853102403,13,8,6039,2,4
3.4832236841310324,22,3,560,0,3
3.871302196661513,25,8,109,2,4
2.0151186773799936,16,9,8616,0,1
3.002944462556712,5,10,3603,1,1
4.066788281232446,13,4,3367,0,2
3.727163310675061,22,7,9434,0,3
3.415012742414977,5,3,3512,2,2
3.2709266854005983,16,6,7153,1,4
3.3332154949474,10,8,3565,0,2
3.3910667623769424,3,7,6397,2,2
1.3283727097653872,3,1,2101,1,2
1.9080924149118195,22,2,3918,3,4
3.2207390503521673,9,7,8111,3,3
2.976751904537497,23,6,5614,0,4
4.46412379920867,12,7,6942,2,3
2.0982657974696464,17,7,2907,2,3
1.3322559645433132,25,10,5004,0,4
3.4016145448334787,23,1,1343,0,2
4.749728424004785,2,10,7854,2,1
4.4570027547247,7,3,1288,1,4
4.476625320516465,19,9,6860,3,2
4.984615846498086,7,6,3308,1,3
4.794205957249406,13,6,4611,1,1
2.0289841425074506,11,1,4108,0,3
3.455042590601552,3,4,8947,3,3
4.726177407697367,24,10,8290,1,4
3.3720663881693085,5,6,2444,1,4
4.3659554923230415,11,4,9061,3,3
1.918853007619921,25,9,4754,1,3
4.57525800371064,18,7,557,0,3
2.8352082908886165,18,9,7952,3,4
3.017955552451183,15,4,5151,2,2
2.955048420310505,20,5,2076,1,2
1.8653521467121674,25,10,740,3,3
3.4698379640931196,13,2,5524,1,4
4.390530402276715,14,5,1389,2,3
2.489685322188209,15,9,6448,0,3
3.3067213215387294,7,10,4777,3,3
3.1377913170897447,17,9,7789,2,4
3.058975069278156,15,5,1416,1,3
3.5616760902291733,15,10,2697,3,3
4.371189149528925,5,4,5663,0,1
1.5813896807044094,3,4,8642,3,3
1.030295131471016,9,5,9188,3,3
3.1304294380416327,19,6,5244,2,2
1.706852908937479,24,3,912,1,3
3.4298639921188077,25,4,424,1,3
1.1584410759395554,14,8,8471,2,3
2.6871870403387628,7,7,5499,1,1
2.1781793175304474,2,5,3391,0,3
2.8017952535641504,2,7,5550,3,2
4.1467634605162775,25,1,288,0,2
4.479708555008916,13,5,3516,0,3
3.0951898455557556,2,5,3359,0,3
2.5555134732701434,18,3,7684,0,4
2.2433881635145863,5,7,9213,3,2
4.808616882005996,2,8,6654,3,2
3.873319342812926,21,7,2542,3,4
3.1767482877974484,1,6,4068,3,2
3.8964887411971265,19,6,25,3,3
2.097480488437472,21,8,1734,3,4
4.81362618046245,10,3,3554,3,4
4.051279713042554,23,7,8716,2,4
2.137022696744416,17,9,1987,1,2
2.1415868072546558,20,7,7397,3,1
2.3182318678455616,13,9,5469,2,2
1.7924429940883484,4,1,2228,2,4
4.466806172194168,11,8,3500,2,1
4.87337827063403,22,4,8477,1,4
3.9966099746136035,13,7,1701,2,2
3.8489542706914683,23,4,8226,0,3
3.719032346128374,14,8,3694,0,1
2.843123471189127,20,1,2259,3,4
2.9807309168691485,8,9,7744,0,3
4.099833446417511,25,3,6277,3,1
2.825851921837595,24,3,8717,0,2
2.616806847778707,18,10,7595,0,3
2.4873074101742243,19,10,3581,1,3
3.4880214296809267,18,9,4212,1,2
2.039231027432337,11,7,8551,0,1
4.664578374566842,11,5,6899,1,3
4.420010725611938,18,2,6081,2,4
3.196317902620037,6,6,6925,2,4
2.266150528579717,7,7,1733,2,3
2.5659729511384377,9,9,9774,3,1
2.3315300146286493,22,10,9817,0,1
1.0341945921493756,14,3,1955,2,3
4.664694236701699,14,10,221,3,2
3.681821353005623,15,2,1176,0,2
2.740607797604546,11,6,9361,3,3
1.1089199128667593,9,7,4808,1,1
4.667225853341487,24,4,7750,2,3
2.3526707648956444,10,6,6372,1,1
4.655210802624101,20,3,1270,1,1
1.2900520907767605,20,8,2806,0,1
2.023844141476398,3,8,6009,2,4
4.511546022696831,1,7,5026,0,4
4.608451737515061,13,7,4615,0,2
3.26242042188595,7,7,8788,3,3
1.631439449014255,2,10,1914,3,3
1.3944369069059466,10,7,3588,1,4
2.9519352362415243,10,2,7117,0,2
2.621951748835947,3,1,2383,2,4
1.753385982501634,5,4,3690,0,4
2.449883370349304,19,9,5100,0,1
1.556698716608103,16,3,8950,3,4
3.0496269536790153,23,10,5626,1,3
4.63710835644596,2,7,9814,2,4
3.8424749994373872,6,5,2708,2,4
1.6112591265032998,12,9,9248,2,3
2.411965381713308,17,10,2025,1,4
2.0380774612799137,12,5,3461,2,3
1.3928372300108602,1,6,9918,0,1
3.647676911591749,5,5,5102,0,2
4.301149606803143,5,8,8242,1,2
1.6005779484575013,12,7,1125,1,1
3.5912790550052005,14,8,9036,3,1
1.1168177780983934,12,2,6086,1,4
4.472932138303205,16,5,1677,0,4
4.791155497575365,12,4,3731,3,3
4.143147690014414,12,3,7848,2,4
1.0803427330762996,8,3,4411,1,3
2.525685465198778,7,10,1407,0,4
1.932029208292422,3,10,6837,0,1
4.1447221050816605,1,1,5767,1,3
3.3136844645281847,3,4,3428,0,2
2.935006313050024,24,3,8860,0,4
2.3251652350811964,20,9,3671,3,2
2.3762379566382466,17,10,9172,3,2
3.087051282754711,3,8,4400,1,3
1.0327393927122261,15,9,7831,0,1
1.6625209189312113,25,10,1010,2,2
1.1662061102881722,22,8,3792,1,2
2.6025540994252725,9,9,6095,2,3
4.07913657880505,5,5,7029,3,2
4.533103649391856,21,10,5199,1,2
3.8116245751456725,18,3,9906,2,1
2.9340731684632058,15,4,2656,3,2
3.0050736945395453,16,6,4246,3,3
2.1050750532661424,14,1,3561,0,3
3.7201065951470156,1,5,5081,0,3
4.2549795091513865,14,7,8108,2,2
2.3183190720566658,8,4,9025,1,3
3.6590076737303607,5,10,6207,0,3
4.57152737492931,10,2,6718,0,3
3.2524344596330463,21,9,875,3,3
1.7920906371703769,19,4,8154,3,4
2.118257637182995,4,3,7849,3,4
3.510193732976803,25,5,6612,0,2
3.1577329474370406,2,2,6257,1,1
3.6238077596202594,8,8,6853,3,3
4.3355875465843985,20,5,4345,0,1
2.0912250440088576,11,8,3685,3,2
1.6333765589086089,11,3,388,2,1
2.881985877375558,2,7,7182,2,4
1.8473657587641683,2,3,477,2,3
3.0079693664306286,19,2,5766,2,2
